6.000000000000000125e-03,3.524880820433793706e+05,4.877516495436062687e+05,7.647199068059755955e+05,1.221950842492672615e+06,1.851262552712732460e+06,8.672083185671734391e+05
7.000000000000000146e-03,3.868971566234860802e+04,5.981456909257193911e+04,9.170895564408559585e+04,1.359412133749819186e+05,2.001490906969036732e+05,9.170170577545391279e+04
8.000000000000000167e-03,7.872220240329157605e+03,1.317466588362518996e+04,1.815575118490328168e+04,2.604403680390688532e+04,3.777837249451644311e+04,1.717296529957760140e+04
8.999999999999999320e-03,3.052898600715036991e+03,3.855718647369573318e+03,5.108117920150650207e+03,7.205319153017509962e+03,1.036074470080664832e+04,4.654056804181730513e+03
1.000000000000000021e-02,1.158926211328254340e+03,1.410023141335079572e+03,1.842764659006416650e+03,2.569953237842508770e+03,3.672012165606232884e+03,1.643680251238810797e+03
1.099999999999999936e-02,5.125605472438420520e+02,6.163589118537810236e+02,7.952454551177185067e+02,1.102724056313540586e+03,1.570343584934477576e+03,6.983787226627019891e+02
1.200000000000000025e-02,2.578586165194142268e+02,3.053437412132795430e+02,3.929274156486312108e+02,5.417188492214443158e+02,7.687787202273871117e+02,3.427547267271141322e+02
1.299999999999999940e-02,1.423627788006006654e+02,1.681278619646331833e+02,2.156501264671820763e+02,2.964516418446130501e+02,4.213676274910012580e+02,1.869843882850182979e+02
1.400000000000000029e-02,8.522618966147742015e+01,1.003836048264552545e+02,1.283406150196365729e+02,1.769398751524593365e+02,2.511037121286216802e+02,1.110457144469278745e+02
1.499999999999999944e-02,5.432887612827879309e+01,6.399122679999014451e+01,8.181289581670218070e+01,1.124672051657258152e+02,1.598575647537687701e+02,7.070761449351608974e+01
1.600000000000000033e-02,3.660660287949502845e+01,4.306022753944998982e+01,5.496357969003358335e+01,7.555777286271825233e+01,1.073955933649160670e+02,4.742531995359971120e+01
1.700000000000000122e-02,2.579567774503790289e+01,3.030355728518638614e+01,3.861809065923802819e+01,5.324176250659217402e+01,7.555788743469763347e+01,3.326596200406476811e+01
1.799999999999999864e-02,1.879442282262046859e+01,2.210781933474427419e+01,2.821919203865595094e+01,3.879258634758085122e+01,5.513863791830242889e+01,2.431437765298242226e+01
1.899999999999999953e-02,1.414885627746320118e+01,1.666521996283923812e+01,2.130651298253281922e+01,2.920488063643440668e+01,4.157626614041782176e+01,1.831864612073446708e+01
2.000000000000000042e-02,1.095905471284869037e+01,1.293403465170654876e+01,1.645465106445316650e+01,2.268560033333002934e+01,3.219420449825641839e+01,1.419239005328552317e+01
2.999999999999999889e-02,2.118997665141800990e+00,2.504234556837617198e+00,3.190961189860594516e+00,4.399295661462200080e+00,6.284684445128579711e+00,2.763162068189316312e+00
4.000000000000000083e-02,8.875461118949915518e-01,1.054621384446652987e+00,1.352451218125701349e+00,1.864589467524266686e+00,2.646126634202761174e+00,1.172830291266145020e+00
5.000000000000000278e-02,4.710932536532047021e-01,5.697871096596348606e-01,7.398765210749718158e-01,1.031845292251789115e+00,1.469568059302277740e+00,6.527794583291011143e-01
